model,draw,layer,neuron_idx,rank,f_stat,p_val,preferred_band,preferred_band_mean
pythia-1.4b,draw_1,2,5633,12,70.76185841643913,1.8129123912102212e-53,very_high,-2.554265022277832
pythia-1.4b,draw_1,2,1533,13,68.0951812421369,1.2623042458831257e-51,very_high,-1.516035795211792
pythia-1.4b,draw_1,2,7090,14,67.34538290127264,4.185587875331629e-51,very_high,-0.5713062882423401
pythia-1.4b,draw_1,2,205,15,64.9054227361221,2.1055016787395447e-49,very_high,-0.8854555487632751
pythia-1.4b,draw_1,2,918,16,64.36978680783551,4.993999558536499e-49,control,-1.120771050453186
pythia-1.4b,draw_1,2,4190,17,63.226964823298296,3.1667389182407815e-48,very_high,-0.47646892070770264
pythia-1.4b,draw_1,2,764,18,62.67267396362885,7.773183367031733e-48,very_high,-1.8998528718948364
pythia-1.4b,draw_1,2,4078,19,62.207375570184574,1.653631554595763e-47,very_high,-1.4695266485214233
pythia-1.4b,draw_1,2,1225,20,61.47421329727734,5.443470951546369e-47,control,-0.6360341906547546
pythia-1.4b,draw_1,2,5686,21,61.19660821308234,8.552159243301152e-47,very_high,-1.320385456085205
pythia-1.4b,draw_1,2,3148,22,60.86166713642643,1.4757112091900592e-46,very_high,-0.600342869758606
pythia-1.4b,draw_1,2,2422,23,60.71279869791349,1.8809490987989574e-46,very_high,-1.228529453277588
pythia-1.4b,draw_1,2,3101,24,60.46778694985333,2.804806407375958e-46,control,-0.8592525124549866
pythia-1.4b,draw_1,2,5427,25,59.59708307873453,1.1628687480903989e-45,very_high,-0.5295619368553162
pythia-1.4b,draw_1,2,6597,26,59.333925717751136,1.7885313337857986e-45,control,-1.4641703367233276
pythia-1.4b,draw_1,2,3742,27,58.93227359373207,3.452433838540503e-45,very_high,-0.36173298954963684
pythia-1.4b,draw_1,2,5036,28,57.44884739310589,3.9431118858043035e-44,very_high,-1.4051830768585205
pythia-1.4b,draw_1,2,4401,29,56.918098056604265,9.448166111026433e-44,low,-0.6004318594932556
pythia-1.4b,draw_1,2,3611,30,56.905886467480755,9.640199055374245e-44,very_high,-0.6212512254714966
pythia-1.4b,draw_1,2,31,31,56.68948867035196,1.3771707104626793e-43,very_high,-0.948844850063324
pythia-1.4b,draw_1,2,2088,32,56.63230124178292,1.513350165767212e-43,very_high,-0.17200425267219543
pythia-1.4b,draw_1,2,3324,33,56.36320280498672,2.3590010623369353e-43,very_high,-0.5599510073661804
pythia-1.4b,draw_1,2,5954,34,56.03123947051143,4.0809027890903704e-43,low,-1.7869051694869995
pythia-1.4b,draw_1,2,7940,35,55.84249480045373,5.574313950146564e-43,very_high,-0.9636743068695068
pythia-1.4b,draw_1,2,688,36,55.729187673594694,6.7224942042247975e-43,very_high,-1.0113413333892822
pythia-1.4b,draw_1,2,1355,37,55.458180472973154,1.0524027027392692e-42,very_high,-0.6816540360450745
pythia-1.4b,draw_1,2,7844,38,55.04932725732112,2.0707294232513966e-42,very_high,-0.5868566036224365
pythia-1.4b,draw_1,2,7544,39,54.555901261411506,4.691583522100897e-42,very_high,-1.4536471366882324
pythia-1.4b,draw_1,2,5137,40,54.0999158135077,1.0000088785400256e-41,very_high,-1.8623625040054321
pythia-1.4b,draw_1,2,98,41,53.99143135538539,1.1974687721338823e-41,very_high,-0.6839595437049866
pythia-1.4b,draw_1,2,1854,42,53.51181952007037,2.657921618318452e-41,very_high,-0.5361791253089905
pythia-1.4b,draw_1,2,1479,43,53.33027601789271,3.5953268875380537e-41,very_high,-0.9109225869178772
pythia-1.4b,draw_1,2,6628,44,53.25901687551271,4.0481229309656127e-41,low,-0.42731669545173645
pythia-1.4b,draw_1,2,6562,45,52.77709945245397,9.034796000457538e-41,very_high,-1.1369659900665283
pythia-1.4b,draw_1,2,4787,46,52.69052604196198,1.043768286544902e-40,very_high,-0.8299455046653748
pythia-1.4b,draw_1,2,3755,47,52.56523304576682,1.2863316465127364e-40,very_high,-0.9754912853240967
pythia-1.4b,draw_1,2,3730,48,52.28876071248154,2.0403927312687806e-40,very_high,-1.503075122833252
pythia-1.4b,draw_1,2,273,49,52.261955885246,2.1337704001474917e-40,control,-0.8447456955909729
pythia-1.4b,draw_1,3,4825,0,556.2284272674824,3.0117504850344587e-264,control,-13.564374923706055
pythia-1.4b,draw_1,3,2603,1,554.4483037812327,9.922669858487135e-264,very_high,-7.2545270919799805
pythia-1.4b,draw_1,3,4815,2,548.529058427691,5.326111372737595e-262,very_high,-13.14359188079834
pythia-1.4b,draw_1,3,3251,3,537.4812617817848,9.731445236163733e-259,control,-12.238255500793457
pythia-1.4b,draw_1,3,1876,4,532.9149981842113,2.234618763668052e-257,control,-14.846375465393066
pythia-1.4b,draw_1,3,2096,5,528.7286120801034,4.0153880950400554e-256,control,-14.100690841674805
pythia-1.4b,draw_1,3,4615,6,528.3093595353212,5.366868533360992e-256,very_high,-5.578500270843506
pythia-1.4b,draw_1,3,5540,7,519.6272076893317,2.2575975590351855e-253,control,-12.111367225646973
pythia-1.4b,draw_1,3,2894,8,506.2904249547686,2.75570229336187e-249,very_high,-12.778257369995117
pythia-1.4b,draw_1,3,6125,9,502.74305531237746,3.4582250553196797e-248,control,-14.799398422241211
pythia-1.4b,draw_1,3,6618,10,492.5662949602665,5.228838332386407e-245,control,-12.868908882141113
pythia-1.4b,draw_1,3,7113,11,490.9423900955818,1.69680448162097e-244,control,-9.218550682067871
pythia-1.4b,draw_1,3,4688,12,488.56924094374125,9.520664362976716e-244,control,-13.71243667602539
pythia-1.4b,draw_1,3,6698,13,487.7332359228785,1.750189491911806e-243,very_high,-3.006399631500244
pythia-1.4b,draw_1,3,3320,14,374.54451211796265,9.764699176904792e-205,control,-9.34273624420166
pythia-1.4b,draw_1,3,4260,15,346.5500865225385,4.033210188476354e-194,very_high,-4.515465259552002
pythia-1.4b,draw_1,3,3846,16,323.5188362355951,5.0173483434017493e-185,control,-8.943049430847168
pythia-1.4b,draw_1,3,8028,17,298.0742896823427,1.4443801552009187e-174,low,0.893034815788269
pythia-1.4b,draw_1,3,1855,18,293.3905973430238,1.3641958498530175e-172,very_high,-1.8447893857955933
pythia-1.4b,draw_1,3,7748,19,287.01731340486657,7.056471537929975e-170,control,-2.301826000213623
pythia-1.4b,draw_1,3,5450,20,265.570222249667,1.6189597299537362e-160,control,-1.2471660375595093
pythia-1.4b,draw_1,3,3972,21,234.51828756891047,2.708338263735204e-146,high,-0.9923570156097412
pythia-1.4b,draw_1,3,6649,22,156.03570311999937,3.803650329477217e-106,control,-1.3269139528274536
pythia-1.4b,draw_1,3,3046,23,138.5267592195441,3.264552646441067e-96,high,-1.6869505643844604
pythia-1.4b,draw_1,3,6904,24,118.29333893379285,3.298693322035538e-84,low,0.520537257194519
pythia-1.4b,draw_1,3,3447,25,118.08951633251168,4.388417758211758e-84,control,-4.512866973876953
pythia-1.4b,draw_1,3,4262,26,95.88734944863982,3.420592108584328e-70,very_high,-1.1408281326293945
pythia-1.4b,draw_1,3,5682,27,94.02834659690002,5.414820808271569e-69,very_high,-2.4540348052978516
pythia-1.4b,draw_1,3,930,28,83.88819485836285,2.402748275842614e-62,low,0.4008636474609375
pythia-1.4b,draw_1,3,68,29,82.18600096310217,3.2675810443619755e-61,low,0.30704450607299805
pythia-1.4b,draw_1,3,97,30,79.29851156475179,2.811647051857636e-59,very_high,-0.9206405878067017
pythia-1.4b,draw_1,3,451,31,77.91405219340751,2.409743304742593e-58,low,1.379522681236267
pythia-1.4b,draw_1,3,1499,32,76.96079278009637,1.0627400590776594e-57,very_high,-0.859721839427948
pythia-1.4b,draw_1,3,625,33,71.65369634215493,4.4166587977233676e-54,very_high,-0.3687218427658081
pythia-1.4b,draw_1,3,1839,34,70.1201192407384,5.018898313519357e-53,very_high,-0.6017649173736572
pythia-1.4b,draw_1,3,6475,35,69.38248897603148,1.621387603518874e-52,control,-0.6674994826316833
pythia-1.4b,draw_1,3,5994,36,68.95442477830993,3.2055951721614023e-52,very_high,-1.6411759853363037
pythia-1.4b,draw_1,3,2241,37,67.72668469307916,2.2744680542018438e-51,high,-1.3333574533462524
pythia-1.4b,draw_1,3,5974,38,66.9306736598885,8.131259072860698e-51,low,0.5756586194038391
pythia-1.4b,draw_1,3,633,39,64.47078500267034,4.243059438271341e-49,very_high,-0.41979023814201355
pythia-1.4b,draw_1,3,4133,40,63.53040388141096,1.9380931225076035e-48,very_high,-1.0672792196273804
pythia-1.4b,draw_1,3,920,41,63.053151750145226,4.1960275534200387e-48,low,-0.8827998042106628
pythia-1.4b,draw_1,3,7283,42,62.77695474241399,6.564221135051904e-48,very_high,-0.5588570833206177
pythia-1.4b,draw_1,3,7602,43,61.08345602993161,1.0282313202872976e-46,low,-1.1150654554367065
pythia-1.4b,draw_1,3,1181,44,58.429933300071276,7.867028966420917e-45,very_high,-0.8065009117126465
pythia-1.4b,draw_1,3,6240,45,56.44859479084475,2.0489690478454924e-43,very_high,-0.739480197429657
pythia-1.4b,draw_1,3,6727,46,55.23017273841713,1.5348441543579075e-42,very_high,-1.5402629375457764
pythia-1.4b,draw_1,3,838,47,54.60479488335071,4.326143877291224e-42,very_high,-0.7331163287162781
pythia-1.4b,draw_1,3,467,48,54.17335006976679,8.852016718267534e-42,very_high,-0.6625827550888062
pythia-1.4b,draw_1,3,5141,49,53.39388553046944,3.2341635346427667e-41,control,-0.7680691480636597
pythia-1.4b,draw_1,4,499,0,175.83290066199754,6.513460571443354e-117,low,0.34846943616867065
pythia-1.4b,draw_1,4,6543,1,163.19852171033077,4.264368714471636e-110,very_high,-2.252174139022827
pythia-1.4b,draw_1,4,5448,2,110.96580299200164,1.0345402669166636e-79,very_high,-16.93352699279785
pythia-1.4b,draw_1,4,2354,3,106.82250786386116,3.9270242952748586e-77,very_high,-19.400390625
pythia-1.4b,draw_1,4,3806,4,103.66087543548613,3.8072051843970766e-75,low,-0.3760663568973541
pythia-1.4b,draw_1,4,2196,5,97.24351253660001,4.599661237240638e-71,very_high,-0.27857139706611633
pythia-1.4b,draw_1,4,1354,6,86.75533296492267,3.041350397398255e-64,very_high,-19.130722045898438
pythia-1.4b,draw_1,4,8130,7,86.33069147603429,5.797018720087876e-64,low,0.12136545777320862
pythia-1.4b,draw_1,4,4914,8,81.97434314710883,4.524130520017161e-61,low,0.7136855721473694
pythia-1.4b,draw_1,4,2788,9,80.49694003519721,4.4069320266231094e-60,very_high,-0.036281611770391464
pythia-1.4b,draw_1,4,1934,10,80.0956471001276,8.191081432028752e-60,low,0.5875815153121948
pythia-1.4b,draw_1,4,4695,11,77.58761795114195,4.003784614568271e-58,very_high,-0.8316341042518616
pythia-1.4b,draw_1,4,4280,12,77.19732655730958,7.351254285906347e-58,low,-0.13848179578781128
pythia-1.4b,draw_1,4,8147,13,74.06464246093967,9.878074322825579e-56,low,0.9227690696716309
pythia-1.4b,draw_1,4,4088,14,69.90671830190159,7.044323661704542e-53,very_high,-1.3304111957550049
pythia-1.4b,draw_1,4,4122,15,67.64596352234636,2.587799365451117e-51,very_high,-0.6456761360168457
pythia-1.4b,draw_1,4,3847,16,64.38059505198697,4.907657176311283e-49,very_high,0.1868332177400589
pythia-1.4b,draw_1,4,2766,17,63.46642630090003,2.1494086532928705e-48,low,-0.763367772102356
pythia-1.4b,draw_1,4,581,18,63.454381187003854,2.1917024931119583e-48,very_high,-0.5105467438697815
pythia-1.4b,draw_1,4,2461,19,62.16804323154442,1.7626701915468706e-47,low,-0.6133952736854553
pythia-1.4b,draw_1,4,2903,20,60.51521454172268,2.595994230292095e-46,low,-0.9657709002494812
pythia-1.4b,draw_1,4,51,21,60.19405479716101,4.3844029861456655e-46,very_high,-0.8342787623405457
pythia-1.4b,draw_1,4,5975,22,59.51242352291194,1.3355613894055301e-45,very_high,-0.3507639467716217
pythia-1.4b,draw_1,4,3554,23,59.29058489121935,1.920004413207562e-45,low,0.9229464530944824
pythia-1.4b,draw_1,4,4321,24,58.85251750019419,3.9344228944317723e-45,very_high,-1.6856540441513062
pythia-1.4b,draw_1,4,4929,25,58.18614472663234,1.173760547799557e-44,low,1.8633671998977661
pythia-1.4b,draw_1,4,2193,26,57.86420517096152,1.991753636947051e-44,very_high,-0.7151485681533813
pythia-1.4b,draw_1,4,1017,27,56.93452026488487,9.195946559643506e-44,very_high,-0.9933873414993286
pythia-1.4b,draw_1,4,7684,28,56.77011605299268,1.205763373292274e-43,very_high,0.08059440553188324
pythia-1.4b,draw_1,4,4482,29,56.28624878907842,2.6784698060192953e-43,low,-0.7251403331756592
pythia-1.4b,draw_1,4,1792,30,56.14805649146581,3.364878549944029e-43,low,-1.0355210304260254
pythia-1.4b,draw_1,4,2682,31,55.954852951147465,4.6297687487382435e-43,very_high,-0.5425090789794922
pythia-1.4b,draw_1,4,1921,32,55.453871164770625,1.0599327871533147e-42,very_high,-0.07180694490671158
pythia-1.4b,draw_1,4,1297,33,54.57150101225497,4.57174807323801e-42,very_high,-0.5159309506416321
pythia-1.4b,draw_1,4,3041,34,54.44342122205404,5.654031732450648e-42,low,0.2625240087509155
pythia-1.4b,draw_1,4,7656,35,54.021491145984925,1.1391390983645827e-41,low,1.221238374710083
pythia-1.4b,draw_1,4,8176,36,53.94237641249553,1.29915254700157e-41,low,0.202265664935112
pythia-1.4b,draw_1,4,2214,37,53.86313766221,1.4819918282279744e-41,low,-0.26933929324150085
pythia-1.4b,draw_1,4,4853,38,52.86373578868802,7.819921637271311e-41,low,0.2578931748867035
pythia-1.4b,draw_1,4,4399,39,52.15015906675518,2.5716864558206955e-40,very_high,-0.6975536942481995
pythia-1.4b,draw_1,4,2487,40,52.00263923343291,3.290276654538157e-40,very_high,-0.8535376191139221
pythia-1.4b,draw_1,4,4005,41,50.76982433532131,2.5899688803720658e-39,low,-0.23123934864997864
pythia-1.4b,draw_1,4,3917,42,50.70865560036474,2.869697087400456e-39,low,-0.5328585505485535
pythia-1.4b,draw_1,4,3812,43,50.5375690742158,3.8234716235216995e-39,low,-0.3121525049209595
pythia-1.4b,draw_1,4,7600,44,50.33928395370413,5.332944719332324e-39,low,-0.14708952605724335
pythia-1.4b,draw_1,4,3703,45,49.98432251523315,9.679746377732692e-39,very_high,-1.0663918256759644
pythia-1.4b,draw_1,4,6240,46,49.943109965201884,1.0373848253509545e-38,low,-0.7599810361862183
pythia-1.4b,draw_1,4,8078,47,49.50926783775907,2.151594434916613e-38,low,-0.4554036557674408
pythia-1.4b,draw_1,4,6267,48,49.06983552030832,4.5087950656709183e-38,very_high,-0.4812105894088745
pythia-1.4b,draw_1,4,2276,49,49.05508742344656,4.622222149810757e-38,low,-0.26851603388786316
pythia-1.4b,draw_1,5,6780,0,185.05515395049963,9.035002718349758e-122,low,-0.22793416678905487
pythia-1.4b,draw_1,5,602,1,114.851807932721,4.16806071439533e-82,low,-0.7378681302070618
pythia-1.4b,draw_1,5,4803,2,113.05835120175072,5.275739578940911e-81,very_high,-0.38197800517082214
pythia-1.4b,draw_1,5,5676,3,112.95792868280444,6.083513526132325e-81,very_high,-0.13045106828212738
pythia-1.4b,draw_1,5,6539,4,101.56725435121675,8.03447750146274e-74,low,0.8152472376823425
pythia-1.4b,draw_1,5,6637,5,99.57687730413507,1.481260045525859e-72,low,-0.6568371653556824
pythia-1.4b,draw_1,5,4004,6,89.30079178513651,6.462823722650627e-66,very_high,-0.8859457969665527
pythia-1.4b,draw_1,5,3692,7,88.19430150977301,3.436525636842078e-65,low,0.2999984323978424
pythia-1.4b,draw_1,5,2024,8,87.43129474041253,1.0908955743230664e-64,low,0.08650405704975128
pythia-1.4b,draw_1,5,2569,9,82.42123933038357,2.276506265563205e-61,very_high,-0.3684564232826233
pythia-1.4b,draw_1,5,4157,10,80.14340879278959,7.608259533531394e-60,low,-0.8742828965187073
pythia-1.4b,draw_1,5,1020,11,78.93484903925203,4.93969772228478e-59,very_high,-0.016350779682397842
pythia-1.4b,draw_1,5,1142,12,78.72365563967229,6.8539516926572786e-59,control,-0.6890543699264526
pythia-1.4b,draw_1,5,3923,13,77.50287268625455,4.568213714497596e-58,low,-0.9387147426605225
pythia-1.4b,draw_1,5,2786,14,74.1456122986496,8.698272113575481e-56,low,-0.5507579445838928
pythia-1.4b,draw_1,5,4214,15,72.41822851003654,1.319924587972231e-54,low,-0.6245197057723999
pythia-1.4b,draw_1,5,3135,16,72.08252084271953,2.242550570739339e-54,very_high,-0.9330352544784546
pythia-1.4b,draw_1,5,3218,17,70.11969278541224,5.022298634467154e-53,low,-0.7396494150161743
pythia-1.4b,draw_1,5,1293,18,69.39150079857866,1.5983011287316925e-52,very_high,-1.333038568496704
pythia-1.4b,draw_1,5,103,19,69.30727044930559,1.8275860964967518e-52,low,-0.2686014771461487
pythia-1.4b,draw_1,5,5233,20,69.29212881074034,1.872168963047118e-52,very_high,-0.5323426127433777
pythia-1.4b,draw_1,5,428,21,69.07942411630943,2.6268239291655705e-52,very_high,-1.089834213256836
pythia-1.4b,draw_1,5,7425,22,68.11989622998256,1.2134518934490403e-51,low,-0.06500525027513504
pythia-1.4b,draw_1,5,183,23,67.86751851341133,1.8160104325715444e-51,low,0.4852887988090515
pythia-1.4b,draw_1,5,3956,24,67.10184093860248,6.181341495774714e-51,low,-0.34987521171569824
pythia-1.4b,draw_1,5,2906,25,66.10890341672564,3.0382404943392394e-50,low,-0.16743920743465424
pythia-1.4b,draw_1,5,4645,26,66.07245708535035,3.221378494831884e-50,low,0.37740591168403625
pythia-1.4b,draw_1,5,2603,27,65.41322748785302,9.295396339820595e-50,very_high,-0.8935679793357849
pythia-1.4b,draw_1,5,402,28,64.81199105721483,2.4476160422958983e-49,very_high,-1.252408504486084
pythia-1.4b,draw_1,5,2966,29,64.12279359837925,7.440470366722949e-49,low,-0.8006781935691833
pythia-1.4b,draw_1,5,7840,30,63.42954570145965,2.2815569651927513e-48,low,-0.299360990524292
pythia-1.4b,draw_1,5,1196,31,63.1714144739442,3.4647272398648257e-48,low,0.22425544261932373
pythia-1.4b,draw_1,5,6917,32,62.65103441883491,8.050748394381057e-48,low,0.13151024281978607
pythia-1.4b,draw_1,5,7176,33,62.612741413038094,8.566477438932432e-48,very_high,-1.3588558435440063
pythia-1.4b,draw_1,5,7468,34,62.51069788914988,1.0108242172648922e-47,very_high,-0.6316975951194763
pythia-1.4b,draw_1,5,5530,35,62.41270594042471,1.1849897558959181e-47,low,-0.5670889616012573
pythia-1.4b,draw_1,5,8040,36,61.6979836104225,3.7829893707542607e-47,very_high,-1.1300863027572632
pythia-1.4b,draw_1,5,306,37,60.90148081097462,1.383015158087274e-46,low,0.7054902911186218
pythia-1.4b,draw_1,5,3189,38,60.79444821800185,1.6465558293329585e-46,low,-0.007409857586026192
pythia-1.4b,draw_1,5,7497,39,60.76838580538781,1.718006844694093e-46,low,-0.8151357769966125
pythia-1.4b,draw_1,5,2157,40,60.382443952731236,3.223841986627467e-46,very_high,-0.7311890721321106
pythia-1.4b,draw_1,5,736,41,59.963953013812585,6.384254904586795e-46,very_high,-1.0122662782669067
pythia-1.4b,draw_1,5,2271,42,59.70622344375961,9.728145244943158e-46,very_high,-1.7590296268463135
pythia-1.4b,draw_1,5,1171,43,59.45639537288701,1.463754208581493e-45,very_high,-1.4504557847976685
pythia-1.4b,draw_1,5,7864,44,59.11500097236476,2.559420434213435e-45,very_high,-1.2763538360595703
pythia-1.4b,draw_1,5,7974,45,59.009799477963455,3.040667437026221e-45,low,-0.6431525349617004
pythia-1.4b,draw_1,5,4472,46,58.91573183804673,3.5472817940932603e-45,low,-0.09808360040187836
pythia-1.4b,draw_1,5,4742,47,58.533843798954805,6.634086250589228e-45,low,-0.5225138068199158
pythia-1.4b,draw_1,5,1794,48,58.31507482425334,9.498724212745906e-45,very_high,-0.6631174087524414
pythia-1.4b,draw_1,5,3268,49,58.23879438003402,1.0765682356602969e-44,very_high,-0.7706453204154968
pythia-1.4b,draw_1,6,383,0,121.67770185884368,2.9447351870128258e-86,low,0.45391207933425903
pythia-1.4b,draw_1,6,4703,1,118.83005745581238,1.5567029106353982e-84,low,1.1632884740829468
pythia-1.4b,draw_1,6,1444,2,99.84343732846817,1.0017274550602346e-72,very_high,-0.8149926662445068
pythia-1.4b,draw_1,6,2412,3,90.67352320907264,8.185710741997791e-67,very_high,-0.5693231821060181
pythia-1.4b,draw_1,6,3480,4,90.20344581277925,1.6595244922784718e-66,very_high,-0.8102248907089233
pythia-1.4b,draw_1,6,332,5,82.75163794831981,1.3708350197304e-61,very_high,-0.5613021850585938
pythia-1.4b,draw_1,6,5633,6,80.40470016663167,5.081466892184859e-60,very_high,-0.1746664047241211
pythia-1.4b,draw_1,6,6972,7,77.64491332745517,3.662306359464845e-58,low,-0.10017314553260803
pythia-1.4b,draw_1,6,3236,8,75.65738044097967,8.134170525428847e-57,low,-0.9976091980934143
pythia-1.4b,draw_1,6,1736,9,72.85288577644774,6.649996810508497e-55,very_high,-1.007633924484253
pythia-1.4b,draw_1,6,3908,10,71.86798364014321,3.1474619590495745e-54,low,0.2764740288257599
pythia-1.4b,draw_1,6,792,11,71.18619822570572,9.255224232040117e-54,low,-0.300527960062027
pythia-1.4b,draw_1,6,342,12,67.32049923494637,4.355639969380874e-51,low,1.1949727535247803
pythia-1.4b,draw_1,6,206,13,67.21902970823041,5.1237884831065927e-51,very_high,-0.47094595432281494
pythia-1.4b,draw_1,6,7575,14,65.56197121122138,7.317322894290479e-50,control,-0.601227879524231
pythia-1.4b,draw_1,6,842,15,64.92294056846444,2.0469051348187256e-49,low,-0.3823922276496887
pythia-1.4b,draw_1,6,6101,16,63.897560649123996,1.0705362312369066e-48,low,-0.6150765419006348
pythia-1.4b,draw_1,6,1046,17,63.45542371691176,2.188009150119878e-48,very_high,-1.1896156072616577
pythia-1.4b,draw_1,6,3544,18,62.46914795976659,1.081301474223829e-47,low,0.0893361046910286
pythia-1.4b,draw_1,6,927,19,59.1075236471986,2.5909518659691298e-45,very_high,-0.932007908821106
pythia-1.4b,draw_1,6,3278,20,58.08460813217418,1.386718679650585e-44,low,-0.6425231695175171
pythia-1.4b,draw_1,6,1914,21,56.322982164202784,2.5209007309228857e-43,low,-0.6215977668762207
pythia-1.4b,draw_1,6,4317,22,56.25080914556742,2.8398341892758125e-43,very_high,-0.38952508568763733
pythia-1.4b,draw_1,6,6810,23,56.24697164932762,2.8578813068683126e-43,very_high,-0.7668824791908264
pythia-1.4b,draw_1,6,5294,24,55.63415540648068,7.866302398340618e-43,low,0.1114126592874527
pythia-1.4b,draw_1,6,3047,25,55.44524984369484,1.0751600685880702e-42,very_high,-0.2404402494430542
pythia-1.4b,draw_1,6,5595,26,55.280631119520756,1.4118476961560491e-42,low,-0.2625832259654999
pythia-1.4b,draw_1,6,7901,27,54.83941612901689,2.932033146507145e-42,very_high,-0.7494171857833862
pythia-1.4b,draw_1,6,3996,28,54.10856206415191,9.857516438287397e-42,very_high,-0.32983726263046265
pythia-1.4b,draw_1,6,3374,29,53.95448182182836,1.2732830176388372e-41,low,-0.3883262872695923
pythia-1.4b,draw_1,6,3779,30,53.825739933029524,1.577029255125148e-41,very_high,-0.22078973054885864
pythia-1.4b,draw_1,6,2257,31,52.847271338980065,8.037478348767115e-41,low,-0.3484005630016327
pythia-1.4b,draw_1,6,6142,32,52.81321985020269,8.506853757109594e-41,low,-0.5379952192306519
pythia-1.4b,draw_1,6,6028,33,52.30394225494725,1.9893333612072488e-40,very_high,-0.6908395290374756
pythia-1.4b,draw_1,6,3805,34,52.13706132572991,2.6285583623788246e-40,control,-0.9224374890327454
pythia-1.4b,draw_1,6,7566,35,51.827024150344634,4.412513275982672e-40,low,-0.4861680865287781
pythia-1.4b,draw_1,6,3809,36,51.62842274403421,6.150329962335399e-40,very_high,0.1592998206615448
pythia-1.4b,draw_1,6,7983,37,50.34417400411518,5.28934946196188e-39,very_high,-0.7173209190368652
pythia-1.4b,draw_1,6,5984,38,50.06761240459108,8.415729506908735e-39,low,-1.436742901802063
pythia-1.4b,draw_1,6,1196,39,49.90301676791251,1.1096915954649989e-38,low,1.3198575973510742
pythia-1.4b,draw_1,6,6995,40,49.41634065581908,2.515780259269779e-38,very_high,-0.2757573127746582
pythia-1.4b,draw_1,6,6059,41,49.27029916281763,3.216901092421102e-38,very_high,-0.6533685922622681
pythia-1.4b,draw_1,6,7081,42,49.09298802006864,4.33632753651205e-38,very_high,0.7672649621963501
pythia-1.4b,draw_1,6,4250,43,48.982511894765786,5.22344042714551e-38,low,-0.020017415285110474
pythia-1.4b,draw_1,6,6569,44,48.63030940310517,9.458660228105473e-38,very_high,-0.705004096031189
pythia-1.4b,draw_1,6,3248,45,48.53521236731935,1.110455608451878e-37,very_high,-0.2768615186214447
pythia-1.4b,draw_1,6,2591,46,48.53498126405635,1.1108886753244103e-37,low,-0.5708929896354675
pythia-1.4b,draw_1,6,1217,47,48.48231934238684,1.214117445349776e-37,low,-0.6351807713508606
pythia-1.4b,draw_1,6,4749,48,47.987225030594594,2.8011921508871955e-37,low,-0.34823575615882874
pythia-1.4b,draw_1,6,1371,49,47.617499469590605,5.2338012120427345e-37,low,0.34915342926979065
pythia-1.4b,draw_1,7,3064,0,128.68321359470443,1.9083976166909789e-90,low,0.5059064626693726
pythia-1.4b,draw_1,7,2973,1,105.7555862607958,1.8308421650503818e-76,very_high,-0.4636072516441345
pythia-1.4b,draw_1,7,572,2,99.62978338273655,1.3705798933965495e-72,very_high,-1.4535260200500488
pythia-1.4b,draw_1,7,7497,3,93.70341055654677,8.787017359694494e-69,very_high,-1.6752208471298218
pythia-1.4b,draw_1,7,3509,4,90.07224644228033,2.0216946910952678e-66,very_high,-0.5550359487533569
pythia-1.4b,draw_1,7,6459,5,89.6824793409823,3.6356597764582854e-66,low,0.041430793702602386
pythia-1.4b,draw_1,7,6570,6,88.95996378245019,1.0807605664185512e-65,very_high,-0.3612292408943176
pythia-1.4b,draw_1,7,4758,7,86.99957677493374,2.0993307225800385e-64,very_high,1.011338710784912
pythia-1.4b,draw_1,7,7924,8,85.65906665689448,1.6103733694342976e-63,very_high,-0.39083847403526306
pythia-1.4b,draw_1,7,689,9,85.08059048885967,3.8881733470704284e-63,very_high,-2.5191497802734375
pythia-1.4b,draw_1,7,7882,10,84.43539938944114,1.040909464300185e-62,low,-0.012039156630635262
pythia-1.4b,draw_1,7,125,11,83.4894245536106,4.423763271249487e-62,very_high,-0.9818246364593506
pythia-1.4b,draw_1,7,2986,12,82.70884660275657,1.4638752220580311e-61,very_high,-0.8399366736412048
pythia-1.4b,draw_1,7,6069,13,80.4034318604598,5.091428956972066e-60,low,1.2277711629867554
pythia-1.4b,draw_1,7,2898,14,79.25294701208512,3.017254125362435e-59,very_high,0.24138058722019196
pythia-1.4b,draw_1,7,4183,15,78.63413725514262,7.875117247760962e-59,low,-0.12254755944013596
pythia-1.4b,draw_1,7,3566,16,77.58127746513905,4.0434820007437805e-58,very_high,-0.7464849352836609
pythia-1.4b,draw_1,7,7677,17,77.440657031519,5.032730869581014e-58,low,-0.4475829005241394
pythia-1.4b,draw_1,7,2630,18,76.39904052904896,2.552613767439813e-57,very_high,-1.2231576442718506
pythia-1.4b,draw_1,7,5695,19,73.84729679288131,1.389986205604368e-55,very_high,-0.9935781359672546
pythia-1.4b,draw_1,7,7955,20,73.7754556275128,1.5561856503607873e-55,very_high,-0.9016410112380981
pythia-1.4b,draw_1,7,2413,21,73.48035027118144,2.475433992166229e-55,low,0.018800806254148483
pythia-1.4b,draw_1,7,2085,22,71.86562362322455,3.159224194133445e-54,low,1.3327947854995728
pythia-1.4b,draw_1,7,2025,23,70.99493439335268,1.2530088611913415e-53,low,-0.5470324158668518
pythia-1.4b,draw_1,7,426,24,69.03483967069258,2.8201498771487226e-52,low,-0.4709239602088928
