model,draw,band,layer,mlp_frac_mean,mlp_frac_std,attn_frac_mean,mlp_norm_mean,attn_norm_mean
pythia-410m,draw_2,very_high,5,0.5313079357147217,0.02026987075805664,0.4686921238899231,8.867924690246582,7.824715614318848
pythia-410m,draw_2,very_high,6,0.4827509820461273,0.02337389439344406,0.5172489881515503,7.344025611877441,7.889442443847656
pythia-410m,draw_2,very_high,7,0.4391186535358429,0.029721513390541077,0.5608813762664795,8.182988166809082,10.505784034729004
pythia-410m,draw_2,very_high,8,0.48277413845062256,0.020528292283415794,0.5172258615493774,10.799873352050781,11.586308479309082
pythia-410m,draw_2,very_high,9,0.5192143321037292,0.023524656891822815,0.4807857275009155,11.425247192382812,10.580716133117676
pythia-410m,draw_2,very_high,10,0.528530478477478,0.02967425435781479,0.471469521522522,10.122838973999023,9.043911933898926
pythia-410m,draw_2,very_high,11,0.47539061307907104,0.03094102442264557,0.524609386920929,10.138474464416504,11.232860565185547
pythia-410m,draw_2,very_high,12,0.5695449709892273,0.0360817089676857,0.4304550588130951,8.308469772338867,6.310769081115723
pythia-410m,draw_2,very_high,13,0.7113449573516846,0.047147151082754135,0.28865501284599304,13.964203834533691,5.55034065246582
pythia-410m,draw_2,very_high,14,0.6486722826957703,0.04433014243841171,0.3513277471065521,10.55634593963623,5.685447692871094
pythia-410m,draw_2,very_high,15,0.6940795183181763,0.04459928348660469,0.3059205114841461,10.516240119934082,4.638722896575928
pythia-410m,draw_2,very_high,16,0.6137091517448425,0.045997388660907745,0.38629084825515747,14.15333366394043,8.985330581665039
pythia-410m,draw_2,very_high,17,0.6420583724975586,0.06576813012361526,0.3579416275024414,12.515830993652344,6.74216365814209
pythia-410m,draw_2,very_high,18,0.687585175037384,0.060881756246089935,0.31241482496261597,13.95168399810791,6.357024669647217
pythia-410m,draw_2,very_high,19,0.7548664212226868,0.055644597858190536,0.24513359367847443,25.291324615478516,8.1637601852417
pythia-410m,draw_2,very_high,20,0.7147413492202759,0.08327466994524002,0.2852586805820465,16.62789535522461,6.102015018463135
pythia-410m,draw_2,very_high,21,0.5710195302963257,0.1621958166360855,0.42898043990135193,21.058753967285156,18.67453956604004
pythia-410m,draw_2,very_high,22,0.7632195353507996,0.03384583815932274,0.23678046464920044,21.10932731628418,6.517894744873047
pythia-410m,draw_2,very_high,23,0.8243582248687744,0.02464851550757885,0.17564179003238678,47.563880920410156,10.090147972106934
pythia-410m,draw_2,control,0,0.6267335414886475,0.0267482940107584,0.37326645851135254,10.863483428955078,6.4526262283325195
pythia-410m,draw_2,control,1,0.5475300550460815,0.031253520399332047,0.45246991515159607,5.969114780426025,4.910391807556152
pythia-410m,draw_2,control,2,0.6739504933357239,0.025066811591386795,0.3260495960712433,6.4421820640563965,3.108025550842285
pythia-410m,draw_2,control,3,0.6123109459877014,0.029324457049369812,0.3876889944076538,6.677486896514893,4.227622985839844
pythia-410m,draw_2,control,4,0.6110358834266663,0.023776203393936157,0.38896408677101135,6.8777360916137695,4.369350433349609
pythia-410m,draw_2,control,5,0.5382262468338013,0.02018227055668831,0.46177372336387634,8.990853309631348,7.713406562805176
pythia-410m,draw_2,control,6,0.48101428151130676,0.02572859264910221,0.5189857482910156,7.372642517089844,7.9818925857543945
pythia-410m,draw_2,control,7,0.44174471497535706,0.027514765039086342,0.5582552552223206,8.285911560058594,10.520257949829102
pythia-410m,draw_2,control,8,0.48188266158103943,0.019010933116078377,0.5181173086166382,10.868228912353516,11.691778182983398
pythia-410m,draw_2,control,9,0.5206466913223267,0.025697117671370506,0.47935330867767334,11.476776123046875,10.580684661865234
pythia-410m,draw_2,control,10,0.5302892923355103,0.028580814599990845,0.46971070766448975,10.135318756103516,9.005891799926758
pythia-410m,draw_2,control,11,0.4745652973651886,0.030530914664268494,0.5254347324371338,10.222952842712402,11.360289573669434
pythia-410m,draw_2,control,12,0.5641536712646484,0.0371696837246418,0.43584635853767395,8.398310661315918,6.524539947509766
pythia-410m,draw_2,control,13,0.713025689125061,0.043264370411634445,0.2869742810726166,13.878747940063477,5.470565319061279
pythia-410m,draw_2,control,14,0.648121178150177,0.045372672379016876,0.3518787920475006,10.498191833496094,5.665507793426514
pythia-410m,draw_2,control,15,0.6962177753448486,0.045324403792619705,0.30378222465515137,10.64002799987793,4.640891075134277
pythia-410m,draw_2,control,16,0.6139315962791443,0.03872312977910042,0.3860684633255005,14.068665504455566,8.9171724319458
pythia-410m,draw_2,control,17,0.6397247314453125,0.07839391380548477,0.3602752685546875,13.249787330627441,7.027863502502441
pythia-410m,draw_2,control,18,0.6747403740882874,0.06115924194455147,0.3252595365047455,14.052992820739746,6.82371187210083
pythia-410m,draw_2,control,19,0.7461808919906616,0.06032570078969002,0.2538191080093384,24.9187068939209,8.47934341430664
pythia-410m,draw_2,control,20,0.7149354219436646,0.0792502611875534,0.28506460785865784,15.903250694274902,5.766927719116211
pythia-410m,draw_2,control,21,0.600915253162384,0.1555728167295456,0.3990846872329712,21.221071243286133,16.630046844482422
pythia-410m,draw_2,control,22,0.7589033842086792,0.03569066524505615,0.24109651148319244,20.894567489624023,6.597829341888428
pythia-410m,draw_2,control,23,0.8244890570640564,0.02638678066432476,0.17551100254058838,47.47990417480469,10.066588401794434
pythia-410m,draw_3,low,0,0.6563004851341248,0.03046710044145584,0.34369954466819763,13.669607162475586,7.120189666748047
pythia-410m,draw_3,low,1,0.5350009799003601,0.033449530601501465,0.4649990200996399,6.276256561279297,5.4190874099731445
pythia-410m,draw_3,low,2,0.6402696967124939,0.028469447046518326,0.3597303032875061,6.443587779998779,3.617678165435791
pythia-410m,draw_3,low,3,0.5821738243103027,0.028329040855169296,0.41782626509666443,6.310085773468018,4.53348970413208
pythia-410m,draw_3,low,4,0.5925946831703186,0.021483544260263443,0.4074053168296814,6.817131042480469,4.679213523864746
pythia-410m,draw_3,low,5,0.5570759177207947,0.01605033501982689,0.44292405247688293,9.684826850891113,7.6956868171691895
pythia-410m,draw_3,low,6,0.47692424058914185,0.02048690803349018,0.5230757594108582,7.498562335968018,8.248144149780273
pythia-410m,draw_3,low,7,0.43808111548423767,0.024508805945515633,0.5619188547134399,8.431953430175781,10.85299015045166
pythia-410m,draw_3,low,8,0.46947094798088074,0.020076479762792587,0.5305290222167969,10.987074851989746,12.429299354553223
pythia-410m,draw_3,low,9,0.49699297547340393,0.022488707676529884,0.5030070543289185,11.87735652923584,12.021434783935547
pythia-410m,draw_3,low,10,0.5437873601913452,0.025659870356321335,0.4562126398086548,11.051140785217285,9.279759407043457
pythia-410m,draw_3,low,11,0.48161780834198,0.02932235784828663,0.51838219165802,11.07180118560791,11.961602210998535
pythia-410m,draw_3,low,12,0.5647643208503723,0.034644853323698044,0.4352356493473053,8.772294044494629,6.800616264343262
pythia-410m,draw_3,low,13,0.7335416078567505,0.0352899432182312,0.2664583623409271,14.639318466186523,5.241054534912109
pythia-410m,draw_3,low,14,0.6886423826217651,0.04719836637377739,0.31135761737823486,11.043313980102539,4.987175464630127
pythia-410m,draw_3,low,15,0.6868541240692139,0.039385389536619186,0.31314587593078613,11.046345710754395,5.018922328948975
pythia-410m,draw_3,low,16,0.6219939589500427,0.046022605150938034,0.3780060410499573,13.458270072937012,8.303245544433594
pythia-410m,draw_3,low,17,0.6922246217727661,0.08977966755628586,0.30777546763420105,16.34123992919922,6.737314224243164
pythia-410m,draw_3,low,18,0.6675052046775818,0.06338503956794739,0.332494854927063,16.231796264648438,7.874048709869385
pythia-410m,draw_3,low,19,0.7599765062332153,0.06227085739374161,0.24002353847026825,25.01386260986328,7.9275970458984375
pythia-410m,draw_3,low,20,0.7159566879272461,0.08617530763149261,0.2840432822704315,16.158309936523438,5.806135177612305
pythia-410m,draw_3,low,21,0.7169404029846191,0.10146274417638779,0.28305959701538086,20.423141479492188,8.53561782836914
pythia-410m,draw_3,low,22,0.7460668683052063,0.02606015093624592,0.2539331316947937,22.091068267822266,7.52182674407959
pythia-410m,draw_3,low,23,0.8268157243728638,0.02991892211139202,0.17318430542945862,46.12063217163086,9.652981758117676
pythia-410m,draw_3,medium,0,0.6371743679046631,0.02796350233256817,0.3628256916999817,12.490872383117676,7.087216854095459
pythia-410m,draw_3,medium,1,0.5459973216056824,0.036396559327840805,0.45400264859199524,6.367987155914307,5.255196571350098
pythia-410m,draw_3,medium,2,0.6576327681541443,0.026781711727380753,0.3423672020435333,6.540021896362305,3.3983170986175537
pythia-410m,draw_3,medium,3,0.5945119857788086,0.026312820613384247,0.4054880738258362,6.439248085021973,4.398296356201172
pythia-410m,draw_3,medium,4,0.6012261509895325,0.02132093533873558,0.39877378940582275,6.80082368850708,4.501631736755371
pythia-410m,draw_3,medium,5,0.5514289140701294,0.017786245793104172,0.4485710859298706,9.443785667419434,7.678816795349121
pythia-410m,draw_3,medium,6,0.47781607508659363,0.021289456635713577,0.5221839547157288,7.459362983703613,8.173436164855957
pythia-410m,draw_3,medium,7,0.4344329535961151,0.02419007569551468,0.5655670166015625,8.391019821166992,10.953256607055664
pythia-410m,draw_3,medium,8,0.4730498790740967,0.01969468593597412,0.5269501209259033,11.028634071350098,12.300577163696289
pythia-410m,draw_3,medium,9,0.5046396851539612,0.022831888869404793,0.4953603148460388,11.812044143676758,11.598442077636719
pythia-410m,draw_3,medium,10,0.5400632619857788,0.025434838607907295,0.4599367380142212,10.842935562133789,9.24258041381836
pythia-410m,draw_3,medium,11,0.48387160897254944,0.028930554166436195,0.516128420829773,10.88653564453125,11.648660659790039
pythia-410m,draw_3,medium,12,0.5724835991859436,0.03599356487393379,0.4275163412094116,8.693986892700195,6.5323567390441895
pythia-410m,draw_3,medium,13,0.7296770811080933,0.03991936519742012,0.2703230082988739,14.438825607299805,5.262852668762207
pythia-410m,draw_3,medium,14,0.6797121167182922,0.050077684223651886,0.32028788328170776,10.979633331298828,5.154974460601807
pythia-410m,draw_3,medium,15,0.6954997181892395,0.039039626717567444,0.3045002818107605,10.862024307250977,4.748003005981445
pythia-410m,draw_3,medium,16,0.6200246810913086,0.04820643365383148,0.37997525930404663,13.474431037902832,8.385300636291504
pythia-410m,draw_3,medium,17,0.6758312582969666,0.08973384648561478,0.3241688013076782,15.541866302490234,6.97421407699585
pythia-410m,draw_3,medium,18,0.6605937480926514,0.06299291551113129,0.3394063413143158,15.451208114624023,7.8437933921813965
pythia-410m,draw_3,medium,19,0.7539725303649902,0.05926130712032318,0.24602749943733215,25.481285095214844,8.315750122070312
pythia-410m,draw_3,medium,20,0.7217315435409546,0.08320493251085281,0.2782684564590454,17.47417449951172,6.1536545753479
pythia-410m,draw_3,medium,21,0.6600160002708435,0.1246483325958252,0.3399839997291565,19.374231338500977,11.19186019897461
pythia-410m,draw_3,medium,22,0.7516310811042786,0.029991215094923973,0.24836893379688263,21.687061309814453,7.159929275512695
pythia-410m,draw_3,medium,23,0.8264611959457397,0.030174948275089264,0.17353880405426025,46.571346282958984,9.745755195617676
pythia-410m,draw_3,high,0,0.6259407997131348,0.030483100563287735,0.37405917048454285,11.275479316711426,6.72705602645874
pythia-410m,draw_3,high,1,0.5520219206809998,0.03401884436607361,0.44797810912132263,6.2121806144714355,5.008569717407227
pythia-410m,draw_3,high,2,0.6691054701805115,0.024221111088991165,0.3308945596218109,6.455669403076172,3.189558982849121
pythia-410m,draw_3,high,3,0.6113733053207397,0.027441753074526787,0.38862666487693787,6.651587963104248,4.228918075561523
pythia-410m,draw_3,high,4,0.6078665256500244,0.022939231246709824,0.3921334445476532,6.863806247711182,4.417742729187012
pythia-410m,draw_3,high,5,0.5403950810432434,0.021088309586048126,0.4596048891544342,9.126112937927246,7.7617692947387695
pythia-410m,draw_3,high,6,0.47512736916542053,0.021206704899668694,0.5248726606369019,7.37983512878418,8.17337417602539
pythia-410m,draw_3,high,7,0.4347267746925354,0.02551918849349022,0.5652732253074646,8.298670768737793,10.822406768798828
pythia-410m,draw_3,high,8,0.4776325225830078,0.020133372396230698,0.5223674774169922,11.015419006347656,12.066902160644531
pythia-410m,draw_3,high,9,0.5140410661697388,0.0233208779245615,0.48595893383026123,11.597249984741211,10.9651460647583
pythia-410m,draw_3,high,10,0.5358411073684692,0.025343528017401695,0.464158833026886,10.388197898864746,9.012907981872559
pythia-410m,draw_3,high,11,0.47865059971809387,0.029585931450128555,0.5213494300842285,10.530613899230957,11.503040313720703
pythia-410m,draw_3,high,12,0.574360191822052,0.03596854209899902,0.4256398379802704,8.556690216064453,6.3733062744140625
pythia-410m,draw_3,high,13,0.7242514491081238,0.041283171623945236,0.275748610496521,14.270922660827637,5.347619533538818
pythia-410m,draw_3,high,14,0.6668730974197388,0.04338359832763672,0.33312687277793884,10.768548965454102,5.366642951965332
pythia-410m,draw_3,high,15,0.6927558183670044,0.04082048311829567,0.3072442412376404,10.610621452331543,4.704418182373047
pythia-410m,draw_3,high,16,0.6193680167198181,0.04511619359254837,0.3806319236755371,13.965015411376953,8.688368797302246
pythia-410m,draw_3,high,17,0.6567013263702393,0.07993972301483154,0.34329861402511597,13.755709648132324,6.808344841003418
pythia-410m,draw_3,high,18,0.6556275486946106,0.06414565443992615,0.3443724513053894,14.428268432617188,7.559954643249512
pythia-410m,draw_3,high,19,0.752068817615509,0.06109768897294998,0.247931107878685,25.772912979125977,8.486980438232422
pythia-410m,draw_3,high,20,0.7255974411964417,0.0830739215016365,0.27440258860588074,17.40738296508789,6.0576887130737305
pythia-410m,draw_3,high,21,0.61875319480896,0.14704950153827667,0.38124680519104004,19.416540145874023,13.840401649475098
pythia-410m,draw_3,high,22,0.7595285177230835,0.0300256609916687,0.2404715120792389,21.25099754333496,6.712236404418945
pythia-410m,draw_3,high,23,0.8306307196617126,0.02582073025405407,0.16936931014060974,47.405799865722656,9.616436958312988
pythia-410m,draw_3,very_high,0,0.6245841383934021,0.02715637907385826,0.37541577219963074,10.548971176147461,6.340648651123047
pythia-410m,draw_3,very_high,1,0.5480235815048218,0.02885013446211815,0.4519764184951782,5.9263105392456055,4.868440628051758
pythia-410m,draw_3,very_high,2,0.674938976764679,0.022526860237121582,0.3250611126422882,6.460093975067139,3.104100465774536
pythia-410m,draw_3,very_high,3,0.6137580275535583,0.028246773406863213,0.38624194264411926,6.716413974761963,4.229690074920654
pythia-410m,draw_3,very_high,4,0.6083136796951294,0.021905168890953064,0.3916863203048706,6.825963497161865,4.387760162353516
pythia-410m,draw_3,very_high,5,0.5339713096618652,0.020880458876490593,0.4660286605358124,8.948160171508789,7.812514781951904
pythia-410m,draw_3,very_high,6,0.48263460397720337,0.02486257068812847,0.5173653960227966,7.351717472076416,7.907630443572998
pythia-410m,draw_3,very_high,7,0.43623608350753784,0.025907034054398537,0.5637639164924622,8.174612998962402,10.605822563171387
pythia-410m,draw_3,very_high,8,0.4819776117801666,0.020711909979581833,0.518022358417511,10.791717529296875,11.619118690490723
pythia-410m,draw_3,very_high,9,0.5181431770324707,0.02493046037852764,0.4818568229675293,11.437649726867676,10.638930320739746
pythia-410m,draw_3,very_high,10,0.5291321277618408,0.028088891878724098,0.4708678424358368,10.228387832641602,9.112329483032227
pythia-410m,draw_3,very_high,11,0.47280585765838623,0.029633525758981705,0.527194082736969,10.222410202026367,11.44178581237793
pythia-410m,draw_3,very_high,12,0.568609893321991,0.03677980229258537,0.43139010667800903,8.368694305419922,6.380509853363037
pythia-410m,draw_3,very_high,13,0.7124612331390381,0.04620100557804108,0.2875387370586395,13.970388412475586,5.519886016845703
pythia-410m,draw_3,very_high,14,0.6456987857818604,0.04515187442302704,0.3543011546134949,10.558858871459961,5.770156383514404
pythia-410m,draw_3,very_high,15,0.6972935795783997,0.047850556671619415,0.30270642042160034,10.592387199401855,4.59348726272583
pythia-410m,draw_3,very_high,16,0.6126382946968079,0.04435783624649048,0.3873617351055145,14.145211219787598,8.995997428894043
pythia-410m,draw_3,very_high,17,0.6447770595550537,0.07698027789592743,0.3552228510379791,13.181584358215332,6.858781337738037
pythia-410m,draw_3,very_high,18,0.6782165765762329,0.06257970631122589,0.3217834532260895,13.912248611450195,6.6274614334106445
pythia-410m,draw_3,very_high,19,0.7514433860778809,0.06295701116323471,0.24855659902095795,25.43853759765625,8.469122886657715
pythia-410m,draw_3,very_high,20,0.7124555110931396,0.08144739270210266,0.28754448890686035,16.371450424194336,6.209082126617432
pythia-410m,draw_3,very_high,21,0.5636391043663025,0.15877357125282288,0.4363609254360199,20.37733268737793,18.654726028442383
pythia-410m,draw_3,very_high,22,0.7627466917037964,0.0342392660677433,0.23725324869155884,21.028743743896484,6.510105133056641
pythia-410m,draw_3,very_high,23,0.8196900486946106,0.031728457659482956,0.18030989170074463,47.432525634765625,10.371739387512207
pythia-410m,draw_3,control,0,0.6269018054008484,0.028303273022174835,0.3730981647968292,10.862517356872559,6.447378635406494
pythia-410m,draw_3,control,1,0.5485442280769348,0.02946799248456955,0.4514558017253876,6.012600898742676,4.925619602203369
pythia-410m,draw_3,control,2,0.6703774929046631,0.024465955793857574,0.3296225368976593,6.37531852722168,3.129840850830078
pythia-410m,draw_3,control,3,0.6115756630897522,0.027340097352862358,0.3884243667125702,6.639011383056641,4.219183921813965
pythia-410m,draw_3,control,4,0.6111371517181396,0.022024983540177345,0.38886287808418274,6.844589710235596,4.34580659866333
pythia-410m,draw_3,control,5,0.5363253355026245,0.02068321779370308,0.4636746346950531,8.9713773727417,7.755173683166504
pythia-410m,draw_3,control,6,0.4787834882736206,0.020942160859704018,0.5212165117263794,7.368015289306641,8.038914680480957
pythia-410m,draw_3,control,7,0.4370252788066864,0.028687208890914917,0.5629746913909912,8.227816581726074,10.651664733886719
pythia-410m,draw_3,control,8,0.47993001341819763,0.020030004903674126,0.5200700163841248,10.945477485656738,11.871830940246582
pythia-410m,draw_3,control,9,0.5208441019058228,0.023079561069607735,0.47915583848953247,11.654240608215332,10.730158805847168
pythia-410m,draw_3,control,10,0.5326245427131653,0.027621550485491753,0.4673754870891571,10.255558013916016,9.010497093200684
pythia-410m,draw_3,control,11,0.47341760993003845,0.030754780396819115,0.5265824198722839,10.208664894104004,11.415529251098633
pythia-410m,draw_3,control,12,0.5684213638305664,0.039289966225624084,0.4315786361694336,8.434935569763184,6.448881149291992
pythia-410m,draw_3,control,13,0.7196000218391418,0.04257695749402046,0.28039997816085815,14.277877807617188,5.459619045257568
pythia-410m,draw_3,control,14,0.6562013030052185,0.03987681865692139,0.3437986969947815,10.684757232666016,5.585484027862549
pythia-410m,draw_3,control,15,0.698652982711792,0.041884783655405045,0.3013470470905304,10.687838554382324,4.603704929351807
pythia-410m,draw_3,control,16,0.6147433519363403,0.042220063507556915,0.38525667786598206,14.05511474609375,8.891908645629883
pythia-410m,draw_3,control,17,0.6546186208724976,0.08119825273752213,0.34538140892982483,13.942547798156738,6.844837188720703
pythia-410m,draw_3,control,18,0.6882845163345337,0.06808282434940338,0.31171557307243347,14.756095886230469,6.675202369689941
pythia-410m,draw_3,control,19,0.7558358907699585,0.053492724895477295,0.2441641241312027,25.339452743530273,8.197641372680664
pythia-410m,draw_3,control,20,0.7128722071647644,0.08364181220531464,0.2871277928352356,16.598812103271484,6.382623195648193
pythia-410m,draw_3,control,21,0.577946126461029,0.1581335961818695,0.42205384373664856,21.143754959106445,18.331050872802734
pythia-410m,draw_3,control,22,0.7602262496948242,0.034533001482486725,0.239773690700531,21.132755279541016,6.640538215637207
pythia-410m,draw_3,control,23,0.8194153904914856,0.03221004083752632,0.1805846095085144,47.128299713134766,10.359989166259766
pythia-1b,draw_1,low,0,0.6378474831581116,0.017327625304460526,0.3621525764465332,25.318675994873047,14.33503246307373
pythia-1b,draw_1,low,1,0.5351145267486572,0.02864152006804943,0.4648854434490204,14.785210609436035,12.775589942932129
pythia-1b,draw_1,low,2,0.5555906891822815,0.021642431616783142,0.4444093108177185,10.242093086242676,8.171408653259277
pythia-1b,draw_1,low,3,0.5693035125732422,0.020313678309321404,0.4306964576244354,13.367705345153809,10.119071006774902
pythia-1b,draw_1,low,4,0.42340362071990967,0.023111453279852867,0.5765963792800903,11.692140579223633,15.958340644836426
pythia-1b,draw_1,low,5,0.457156240940094,0.02505091018974781,0.542843759059906,16.791522979736328,19.9978084564209
pythia-1b,draw_1,low,6,0.5780973434448242,0.02397339977324009,0.421902596950531,23.45058250427246,17.079517364501953
pythia-1b,draw_1,low,7,0.48720142245292664,0.022589214146137238,0.512798547744751,24.477558135986328,25.756240844726562
pythia-1b,draw_1,low,8,0.5682612657546997,0.04493112117052078,0.4317387640476227,23.209577560424805,17.83918571472168
pythia-1b,draw_1,low,9,0.6205824017524719,0.033235859125852585,0.3794175982475281,27.158536911010742,16.63774871826172
pythia-1b,draw_1,low,10,0.4914206862449646,0.047400493174791336,0.5085793137550354,18.933502197265625,19.947418212890625
pythia-1b,draw_1,low,11,0.511283814907074,0.04662619158625603,0.48871615529060364,25.53608512878418,24.79523277282715
pythia-1b,draw_1,low,12,0.6178633570671082,0.05993353947997093,0.38213664293289185,24.03042984008789,15.169036865234375
pythia-1b,draw_1,low,13,0.5342910885810852,0.03209833428263664,0.46570897102355957,24.096410751342773,21.03592872619629
pythia-1b,draw_1,low,14,0.47163140773773193,0.030423911288380623,0.5283685922622681,34.44847869873047,38.668888092041016
pythia-1b,draw_1,low,15,0.7686132788658142,0.0273976381868124,0.23138664662837982,95.3944091796875,28.433971405029297
pythia-1b,draw_1,medium,0,0.6277769804000854,0.01692849211394787,0.3722231090068817,23.63328742980957,13.985391616821289
pythia-1b,draw_1,medium,1,0.5221649408340454,0.025236738845705986,0.477835088968277,13.688366889953613,12.476774215698242
pythia-1b,draw_1,medium,2,0.547165036201477,0.02351495437324047,0.4528350234031677,10.328574180603027,8.52025032043457
pythia-1b,draw_1,medium,3,0.5690636038780212,0.021954620257019997,0.43093642592430115,13.323827743530273,10.057300567626953
pythia-1b,draw_1,medium,4,0.4298056960105896,0.035233739763498306,0.5701943635940552,12.01083755493164,15.866997718811035
pythia-1b,draw_1,medium,5,0.4639061689376831,0.03819962590932846,0.5360938310623169,17.249713897705078,19.582551956176758
pythia-1b,draw_1,medium,6,0.5722278952598572,0.027682989835739136,0.42777201533317566,22.883975982666016,17.080209732055664
pythia-1b,draw_1,medium,7,0.4825604259967804,0.025287216529250145,0.517439603805542,23.613012313842773,25.369600296020508
pythia-1b,draw_1,medium,8,0.5554957985877991,0.04313720017671585,0.4445042014122009,22.850481033325195,18.51359748840332
pythia-1b,draw_1,medium,9,0.6141232252120972,0.034413453191518784,0.3858768045902252,27.047677993774414,16.98798179626465
pythia-1b,draw_1,medium,10,0.48044684529304504,0.043771084398031235,0.5195531249046326,19.354236602783203,21.228967666625977
pythia-1b,draw_1,medium,11,0.5238850116729736,0.050022199749946594,0.47611504793167114,26.18159294128418,24.182825088500977
pythia-1b,draw_1,medium,12,0.6141481995582581,0.052368778735399246,0.3858518600463867,24.007444381713867,15.339635848999023
pythia-1b,draw_1,medium,13,0.5388579368591309,0.03914579376578331,0.46114203333854675,24.068038940429688,20.67707061767578
pythia-1b,draw_1,medium,14,0.488063782453537,0.03636067360639572,0.5119362473487854,34.657188415527344,36.52703094482422
pythia-1b,draw_1,medium,15,0.7822051048278809,0.02574828453361988,0.21779488027095795,99.19344329833984,27.318195343017578
pythia-1b,draw_1,high,0,0.619591474533081,0.01617724634706974,0.38040846586227417,22.323177337646484,13.688689231872559
pythia-1b,draw_1,high,1,0.5086963176727295,0.025667985901236534,0.4913037121295929,12.32380199432373,11.859105110168457
pythia-1b,draw_1,high,2,0.542988657951355,0.024502824991941452,0.457011342048645,10.21599292755127,8.579368591308594
pythia-1b,draw_1,high,3,0.5696579217910767,0.020070448517799377,0.43034204840660095,13.089031219482422,9.8811674118042
pythia-1b,draw_1,high,4,0.4451836049556732,0.0319548137485981,0.5548164248466492,11.960328102111816,14.965941429138184
pythia-1b,draw_1,high,5,0.4727891981601715,0.026224274188280106,0.5272107720375061,16.664358139038086,18.64472007751465
pythia-1b,draw_1,high,6,0.5719559788703918,0.02497124671936035,0.4280439615249634,22.517894744873047,16.835832595825195
pythia-1b,draw_1,high,7,0.4742913246154785,0.025240648537874222,0.5257086753845215,23.074108123779297,25.599334716796875
pythia-1b,draw_1,high,8,0.5504543781280518,0.044806428253650665,0.44954559206962585,22.68467903137207,18.800134658813477
pythia-1b,draw_1,high,9,0.6093937158584595,0.037245575338602066,0.3906063139438629,27.374679565429688,17.560091018676758
pythia-1b,draw_1,high,10,0.4858470857143402,0.045984525233507156,0.5141528844833374,20.10563087463379,21.62879180908203
pythia-1b,draw_1,high,11,0.5303720235824585,0.05433455854654312,0.4696279466152191,26.05071258544922,23.563674926757812
pythia-1b,draw_1,high,12,0.6132553219795227,0.05691191926598549,0.3867446482181549,24.182764053344727,15.546271324157715
pythia-1b,draw_1,high,13,0.5404838919639587,0.037199780344963074,0.45951613783836365,23.95231819152832,20.44567108154297
pythia-1b,draw_1,high,14,0.5243921279907227,0.03460667282342911,0.4756077826023102,35.289241790771484,32.1457405090332
pythia-1b,draw_1,high,15,0.77668696641922,0.024721801280975342,0.22331306338310242,99.75043487548828,28.342966079711914
pythia-1b,draw_1,very_high,0,0.6204387545585632,0.013406936079263687,0.37956109642982483,21.702556610107422,13.272671699523926
pythia-1b,draw_1,very_high,1,0.501338541507721,0.02713780663907528,0.49866142868995667,11.548537254333496,11.438663482666016
pythia-1b,draw_1,very_high,2,0.5459796190261841,0.025449858978390694,0.4540203809738159,10.064698219299316,8.338875770568848
pythia-1b,draw_1,very_high,3,0.5631529688835144,0.0230234544724226,0.436847060918808,12.724980354309082,9.869804382324219
pythia-1b,draw_1,very_high,4,0.45572903752326965,0.03340177983045578,0.5442709922790527,11.995755195617676,14.369205474853516
pythia-1b,draw_1,very_high,5,0.47687166929244995,0.030278248712420464,0.52312833070755,16.47898292541504,18.181602478027344
pythia-1b,draw_1,very_high,6,0.5751996040344238,0.028023382648825645,0.42480042576789856,22.6037540435791,16.636510848999023
pythia-1b,draw_1,very_high,7,0.4724038243293762,0.027089418843388557,0.5275961756706238,22.70775604248047,25.36434555053711
pythia-1b,draw_1,very_high,8,0.5460336804389954,0.04947765916585922,0.453966349363327,22.784069061279297,19.239179611206055
pythia-1b,draw_1,very_high,9,0.6131595969200134,0.042647361755371094,0.3868404030799866,27.785266876220703,17.502431869506836
pythia-1b,draw_1,very_high,10,0.5015978217124939,0.0488700233399868,0.4984021782875061,20.191314697265625,20.393306732177734
pythia-1b,draw_1,very_high,11,0.5546541213989258,0.06077694147825241,0.4453458786010742,25.8575496673584,21.239322662353516
pythia-1b,draw_1,very_high,12,0.6187338829040527,0.057154398411512375,0.3812660872936249,23.797212600708008,14.935751914978027
pythia-1b,draw_1,very_high,13,0.5374690890312195,0.035901620984077454,0.4625309109687805,23.665185928344727,20.466623306274414
pythia-1b,draw_1,very_high,14,0.5613904595375061,0.037096016108989716,0.4386095404624939,35.39104461669922,27.81436538696289
pythia-1b,draw_1,very_high,15,0.7725041508674622,0.021978190168738365,0.22749587893486023,97.9879150390625,28.597909927368164
pythia-1b,draw_1,control,0,0.6209973692893982,0.01567854918539524,0.3790026307106018,21.888986587524414,13.347892761230469
pythia-1b,draw_1,control,1,0.5022180676460266,0.024950940161943436,0.49778199195861816,11.731903076171875,11.583711624145508
pythia-1b,draw_1,control,2,0.5423189401626587,0.02307169884443283,0.4576810598373413,10.046365737915039,8.461833953857422
pythia-1b,draw_1,control,3,0.5637792348861694,0.021691853180527687,0.43622076511383057,12.878103256225586,9.970857620239258
pythia-1b,draw_1,control,4,0.4497649073600769,0.03260713443160057,0.5502350926399231,11.939704895019531,14.673739433288574
pythia-1b,draw_1,control,5,0.47597020864486694,0.029785342514514923,0.5240297317504883,16.47829818725586,18.23436164855957
pythia-1b,draw_1,control,6,0.5753844976425171,0.026724480092525482,0.4246154725551605,22.56513023376465,16.619474411010742
