node,node_type,layer,in_degree,out_degree,total_degree,model,band,draw
A4.0,attn,4,2,2,4,pythia-70m,high,draw_3
A4.1,attn,4,1,1,2,pythia-70m,high,draw_3
A4.2,attn,4,8,2,10,pythia-70m,high,draw_3
A4.4,attn,4,3,2,5,pythia-70m,high,draw_3
A4.5,attn,4,0,2,2,pythia-70m,high,draw_3
A4.6,attn,4,4,2,6,pythia-70m,high,draw_3
A4.7,attn,4,15,2,17,pythia-70m,high,draw_3
M4,mlp,4,35,8,43,pythia-70m,high,draw_3
A5.0,attn,5,4,1,5,pythia-70m,high,draw_3
A5.1,attn,5,2,1,3,pythia-70m,high,draw_3
A5.2,attn,5,9,1,10,pythia-70m,high,draw_3
A5.3,attn,5,11,1,12,pythia-70m,high,draw_3
A5.4,attn,5,0,1,1,pythia-70m,high,draw_3
A5.5,attn,5,3,1,4,pythia-70m,high,draw_3
A5.7,attn,5,8,1,9,pythia-70m,high,draw_3
M5,mlp,5,42,1,43,pythia-70m,high,draw_3
M0,mlp,0,1,36,37,pythia-70m,very_high,draw_1
A5.0,attn,5,6,1,7,pythia-70m,very_high,draw_1
M1,mlp,1,10,25,35,pythia-70m,very_high,draw_1
A2.1,attn,2,6,18,24,pythia-70m,very_high,draw_1
M2,mlp,2,13,17,30,pythia-70m,very_high,draw_1
M3,mlp,3,25,9,34,pythia-70m,very_high,draw_1
M4,mlp,4,34,7,41,pythia-70m,very_high,draw_1
A5.1,attn,5,3,1,4,pythia-70m,very_high,draw_1
A5.2,attn,5,5,1,6,pythia-70m,very_high,draw_1
A3.1,attn,3,23,10,33,pythia-70m,very_high,draw_1
A5.3,attn,5,5,1,6,pythia-70m,very_high,draw_1
A5.5,attn,5,3,1,4,pythia-70m,very_high,draw_1
A5.7,attn,5,11,1,12,pythia-70m,very_high,draw_1
A2.4,attn,2,9,10,19,pythia-70m,very_high,draw_1
A3.3,attn,3,22,5,27,pythia-70m,very_high,draw_1
A3.4,attn,3,16,6,22,pythia-70m,very_high,draw_1
A3.6,attn,3,11,5,16,pythia-70m,very_high,draw_1
A0.3,attn,0,1,24,25,pythia-70m,very_high,draw_1
A3.0,attn,3,14,5,19,pythia-70m,very_high,draw_1
A0.7,attn,0,1,20,21,pythia-70m,very_high,draw_1
A1.1,attn,1,4,13,17,pythia-70m,very_high,draw_1
A1.2,attn,1,6,16,22,pythia-70m,very_high,draw_1
A1.3,attn,1,7,14,21,pythia-70m,very_high,draw_1
A2.0,attn,2,5,8,13,pythia-70m,very_high,draw_1
A2.2,attn,2,3,8,11,pythia-70m,very_high,draw_1
A2.3,attn,2,7,9,16,pythia-70m,very_high,draw_1
A2.7,attn,2,10,10,20,pythia-70m,very_high,draw_1
embed,embed,-1,0,18,18,pythia-70m,very_high,draw_1
A0.0,attn,0,1,10,11,pythia-70m,very_high,draw_1
A0.1,attn,0,1,14,15,pythia-70m,very_high,draw_1
A0.4,attn,0,1,14,15,pythia-70m,very_high,draw_1
A0.5,attn,0,1,17,18,pythia-70m,very_high,draw_1
A1.5,attn,1,1,7,8,pythia-70m,very_high,draw_1
A1.7,attn,1,1,7,8,pythia-70m,very_high,draw_1
A2.5,attn,2,3,5,8,pythia-70m,very_high,draw_1
A2.6,attn,2,10,12,22,pythia-70m,very_high,draw_1
A3.2,attn,3,2,3,5,pythia-70m,very_high,draw_1
A1.6,attn,1,2,6,8,pythia-70m,very_high,draw_1
A3.5,attn,3,12,3,15,pythia-70m,very_high,draw_1
A3.7,attn,3,2,3,5,pythia-70m,very_high,draw_1
A4.0,attn,4,1,2,3,pythia-70m,very_high,draw_1
A4.1,attn,4,6,2,8,pythia-70m,very_high,draw_1
A4.2,attn,4,8,2,10,pythia-70m,very_high,draw_1
A4.7,attn,4,15,2,17,pythia-70m,very_high,draw_1
A1.0,attn,1,1,4,5,pythia-70m,very_high,draw_1
M5,mlp,5,41,1,42,pythia-70m,very_high,draw_1
A4.5,attn,4,0,2,2,pythia-70m,very_high,draw_1
A4.6,attn,4,0,2,2,pythia-70m,very_high,draw_1
R5,resid,5,52,0,52,pythia-70m,very_high,draw_1
A0.2,attn,0,1,2,3,pythia-70m,very_high,draw_1
A0.6,attn,0,1,2,3,pythia-70m,very_high,draw_1
A4.4,attn,4,0,1,1,pythia-70m,very_high,draw_1
A5.4,attn,5,0,1,1,pythia-70m,very_high,draw_1
A1.4,attn,1,0,1,1,pythia-70m,very_high,draw_1
A0.0,attn,0,1,6,7,pythia-70m,very_high,draw_2
A1.1,attn,1,7,12,19,pythia-70m,very_high,draw_2
A0.1,attn,0,1,17,18,pythia-70m,very_high,draw_2
A0.3,attn,0,1,23,24,pythia-70m,very_high,draw_2
A0.4,attn,0,1,16,17,pythia-70m,very_high,draw_2
A0.5,attn,0,1,18,19,pythia-70m,very_high,draw_2
A0.7,attn,0,1,19,20,pythia-70m,very_high,draw_2
M0,mlp,0,1,37,38,pythia-70m,very_high,draw_2
embed,embed,-1,0,18,18,pythia-70m,very_high,draw_2
A1.2,attn,1,6,15,21,pythia-70m,very_high,draw_2
A1.3,attn,1,6,12,18,pythia-70m,very_high,draw_2
A1.5,attn,1,1,9,10,pythia-70m,very_high,draw_2
A1.6,attn,1,1,7,8,pythia-70m,very_high,draw_2
A1.7,attn,1,1,9,10,pythia-70m,very_high,draw_2
A5.0,attn,5,5,1,6,pythia-70m,very_high,draw_2
M1,mlp,1,10,24,34,pythia-70m,very_high,draw_2
A2.1,attn,2,6,16,22,pythia-70m,very_high,draw_2
M3,mlp,3,24,9,33,pythia-70m,very_high,draw_2
M4,mlp,4,34,8,42,pythia-70m,very_high,draw_2
A5.1,attn,5,2,1,3,pythia-70m,very_high,draw_2
A5.2,attn,5,9,1,10,pythia-70m,very_high,draw_2
M2,mlp,2,12,17,29,pythia-70m,very_high,draw_2
A3.1,attn,3,22,8,30,pythia-70m,very_high,draw_2
A3.6,attn,3,13,7,20,pythia-70m,very_high,draw_2
A4.7,attn,4,13,3,16,pythia-70m,very_high,draw_2
A5.3,attn,5,5,1,6,pythia-70m,very_high,draw_2
A5.5,attn,5,3,1,4,pythia-70m,very_high,draw_2
A5.7,attn,5,8,1,9,pythia-70m,very_high,draw_2
A3.3,attn,3,21,4,25,pythia-70m,very_high,draw_2
A3.4,attn,3,17,6,23,pythia-70m,very_high,draw_2
A0.2,attn,0,1,4,5,pythia-70m,very_high,draw_2
A0.6,attn,0,1,2,3,pythia-70m,very_high,draw_2
A1.0,attn,1,0,5,5,pythia-70m,very_high,draw_2
A2.0,attn,2,4,6,10,pythia-70m,very_high,draw_2
A2.2,attn,2,3,7,10,pythia-70m,very_high,draw_2
A2.3,attn,2,5,8,13,pythia-70m,very_high,draw_2
A2.4,attn,2,9,10,19,pythia-70m,very_high,draw_2
A2.6,attn,2,11,12,23,pythia-70m,very_high,draw_2
A2.7,attn,2,11,10,21,pythia-70m,very_high,draw_2
M5,mlp,5,39,1,40,pythia-70m,very_high,draw_2
A2.5,attn,2,2,4,6,pythia-70m,very_high,draw_2
A3.0,attn,3,13,4,17,pythia-70m,very_high,draw_2
A3.5,attn,3,15,3,18,pythia-70m,very_high,draw_2
A3.7,attn,3,3,3,6,pythia-70m,very_high,draw_2
A4.0,attn,4,4,2,6,pythia-70m,very_high,draw_2
A4.2,attn,4,9,2,11,pythia-70m,very_high,draw_2
A4.5,attn,4,0,2,2,pythia-70m,very_high,draw_2
R5,resid,5,52,0,52,pythia-70m,very_high,draw_2
A3.2,attn,3,0,1,1,pythia-70m,very_high,draw_2
A4.1,attn,4,1,1,2,pythia-70m,very_high,draw_2
A4.4,attn,4,1,1,2,pythia-70m,very_high,draw_2
A4.6,attn,4,0,1,1,pythia-70m,very_high,draw_2
A5.4,attn,5,0,1,1,pythia-70m,very_high,draw_2
A1.4,attn,1,0,1,1,pythia-70m,very_high,draw_2
A3.1,attn,3,24,8,32,pythia-70m,very_high,draw_3
A4.0,attn,4,1,2,3,pythia-70m,very_high,draw_3
M1,mlp,1,10,25,35,pythia-70m,very_high,draw_3
A4.1,attn,4,2,1,3,pythia-70m,very_high,draw_3
A3.3,attn,3,20,5,25,pythia-70m,very_high,draw_3
M0,mlp,0,1,32,33,pythia-70m,very_high,draw_3
A4.2,attn,4,9,2,11,pythia-70m,very_high,draw_3
A2.1,attn,2,7,16,23,pythia-70m,very_high,draw_3
A2.4,attn,2,8,10,18,pythia-70m,very_high,draw_3
A2.6,attn,2,10,14,24,pythia-70m,very_high,draw_3
M2,mlp,2,14,16,30,pythia-70m,very_high,draw_3
A3.4,attn,3,16,7,23,pythia-70m,very_high,draw_3
A3.6,attn,3,10,8,18,pythia-70m,very_high,draw_3
A4.4,attn,4,2,1,3,pythia-70m,very_high,draw_3
A0.7,attn,0,1,21,22,pythia-70m,very_high,draw_3
A4.7,attn,4,14,3,17,pythia-70m,very_high,draw_3
A2.0,attn,2,5,7,12,pythia-70m,very_high,draw_3
A2.7,attn,2,10,10,20,pythia-70m,very_high,draw_3
A3.0,attn,3,14,4,18,pythia-70m,very_high,draw_3
M3,mlp,3,24,7,31,pythia-70m,very_high,draw_3
A0.0,attn,0,1,7,8,pythia-70m,very_high,draw_3
A0.1,attn,0,1,17,18,pythia-70m,very_high,draw_3
A0.3,attn,0,1,23,24,pythia-70m,very_high,draw_3
A0.4,attn,0,1,14,15,pythia-70m,very_high,draw_3
A0.5,attn,0,1,15,16,pythia-70m,very_high,draw_3
A1.0,attn,1,3,5,8,pythia-70m,very_high,draw_3
A1.1,attn,1,4,16,20,pythia-70m,very_high,draw_3
A1.2,attn,1,7,16,23,pythia-70m,very_high,draw_3
A1.3,attn,1,6,13,19,pythia-70m,very_high,draw_3
A1.5,attn,1,1,9,10,pythia-70m,very_high,draw_3
A1.6,attn,1,1,6,7,pythia-70m,very_high,draw_3
embed,embed,-1,0,18,18,pythia-70m,very_high,draw_3
A0.2,attn,0,1,6,7,pythia-70m,very_high,draw_3
A0.6,attn,0,1,2,3,pythia-70m,very_high,draw_3
M4,mlp,4,33,7,40,pythia-70m,very_high,draw_3
A2.2,attn,2,4,7,11,pythia-70m,very_high,draw_3
A2.3,attn,2,7,8,15,pythia-70m,very_high,draw_3
A2.5,attn,2,1,4,5,pythia-70m,very_high,draw_3
A3.5,attn,3,13,3,16,pythia-70m,very_high,draw_3
A3.7,attn,3,4,3,7,pythia-70m,very_high,draw_3
R5,resid,5,52,0,52,pythia-70m,very_high,draw_3
A1.7,attn,1,0,4,4,pythia-70m,very_high,draw_3
A3.2,attn,3,0,2,2,pythia-70m,very_high,draw_3
A4.5,attn,4,0,2,2,pythia-70m,very_high,draw_3
A4.6,attn,4,0,2,2,pythia-70m,very_high,draw_3
A5.0,attn,5,6,1,7,pythia-70m,very_high,draw_3
A5.1,attn,5,1,1,2,pythia-70m,very_high,draw_3
A5.2,attn,5,6,1,7,pythia-70m,very_high,draw_3
A5.3,attn,5,4,1,5,pythia-70m,very_high,draw_3
A5.4,attn,5,0,1,1,pythia-70m,very_high,draw_3
A5.5,attn,5,4,1,5,pythia-70m,very_high,draw_3
A5.7,attn,5,10,1,11,pythia-70m,very_high,draw_3
M5,mlp,5,41,1,42,pythia-70m,very_high,draw_3
A1.4,attn,1,0,1,1,pythia-70m,very_high,draw_3
A0.3,attn,0,1,23,24,pythia-70m,control,draw_1
A1.1,attn,1,5,15,20,pythia-70m,control,draw_1
A0.4,attn,0,1,17,18,pythia-70m,control,draw_1
A0.5,attn,0,1,18,19,pythia-70m,control,draw_1
A0.7,attn,0,1,24,25,pythia-70m,control,draw_1
M0,mlp,0,1,37,38,pythia-70m,control,draw_1
A1.2,attn,1,3,14,17,pythia-70m,control,draw_1
A0.1,attn,0,1,16,17,pythia-70m,control,draw_1
A1.3,attn,1,6,15,21,pythia-70m,control,draw_1
A1.5,attn,1,1,7,8,pythia-70m,control,draw_1
A0.0,attn,0,1,9,10,pythia-70m,control,draw_1
A1.6,attn,1,3,7,10,pythia-70m,control,draw_1
A1.7,attn,1,1,3,4,pythia-70m,control,draw_1
embed,embed,-1,0,17,17,pythia-70m,control,draw_1
A0.2,attn,0,1,5,6,pythia-70m,control,draw_1
A0.6,attn,0,1,4,5,pythia-70m,control,draw_1
A3.0,attn,3,14,4,18,pythia-70m,control,draw_1
M1,mlp,1,10,26,36,pythia-70m,control,draw_1
A2.0,attn,2,11,8,19,pythia-70m,control,draw_1
A2.1,attn,2,7,16,23,pythia-70m,control,draw_1
A2.3,attn,2,8,9,17,pythia-70m,control,draw_1
A2.4,attn,2,9,10,19,pythia-70m,control,draw_1
A2.7,attn,2,9,13,22,pythia-70m,control,draw_1
M2,mlp,2,14,17,31,pythia-70m,control,draw_1
A3.1,attn,3,20,8,28,pythia-70m,control,draw_1
A2.2,attn,2,4,7,11,pythia-70m,control,draw_1
A2.6,attn,2,10,12,22,pythia-70m,control,draw_1
A3.2,attn,3,1,1,2,pythia-70m,control,draw_1
A3.3,attn,3,22,5,27,pythia-70m,control,draw_1
A3.4,attn,3,13,6,19,pythia-70m,control,draw_1
A3.5,attn,3,16,3,19,pythia-70m,control,draw_1
A3.6,attn,3,12,7,19,pythia-70m,control,draw_1
A3.7,attn,3,4,3,7,pythia-70m,control,draw_1
M5,mlp,5,39,1,40,pythia-70m,control,draw_1
A1.0,attn,1,0,5,5,pythia-70m,control,draw_1
A2.5,attn,2,2,4,6,pythia-70m,control,draw_1
M3,mlp,3,24,11,35,pythia-70m,control,draw_1
A4.0,attn,4,2,2,4,pythia-70m,control,draw_1
A4.2,attn,4,11,2,13,pythia-70m,control,draw_1
A4.5,attn,4,1,2,3,pythia-70m,control,draw_1
A4.6,attn,4,2,2,4,pythia-70m,control,draw_1
A4.7,attn,4,16,3,19,pythia-70m,control,draw_1
M4,mlp,4,34,8,42,pythia-70m,control,draw_1
A4.1,attn,4,2,1,3,pythia-70m,control,draw_1
A4.4,attn,4,1,1,2,pythia-70m,control,draw_1
R5,resid,5,52,0,52,pythia-70m,control,draw_1
A5.0,attn,5,5,1,6,pythia-70m,control,draw_1
A5.1,attn,5,2,1,3,pythia-70m,control,draw_1
A5.2,attn,5,12,1,13,pythia-70m,control,draw_1
A5.3,attn,5,9,1,10,pythia-70m,control,draw_1
A5.4,attn,5,0,1,1,pythia-70m,control,draw_1
A5.5,attn,5,3,1,4,pythia-70m,control,draw_1
A5.7,attn,5,6,1,7,pythia-70m,control,draw_1
A0.1,attn,0,1,16,17,pythia-70m,control,draw_2
M2,mlp,2,13,16,29,pythia-70m,control,draw_2
A0.2,attn,0,1,6,7,pythia-70m,control,draw_2
A0.3,attn,0,1,22,23,pythia-70m,control,draw_2
A0.4,attn,0,1,15,16,pythia-70m,control,draw_2
A0.5,attn,0,1,16,17,pythia-70m,control,draw_2
A0.7,attn,0,1,19,20,pythia-70m,control,draw_2
M0,mlp,0,1,31,32,pythia-70m,control,draw_2
A1.2,attn,1,5,14,19,pythia-70m,control,draw_2
A1.3,attn,1,6,14,20,pythia-70m,control,draw_2
A1.5,attn,1,1,8,9,pythia-70m,control,draw_2
A1.6,attn,1,1,7,8,pythia-70m,control,draw_2
A1.7,attn,1,0,6,6,pythia-70m,control,draw_2
M1,mlp,1,10,24,34,pythia-70m,control,draw_2
A4.0,attn,4,2,2,4,pythia-70m,control,draw_2
A3.1,attn,3,22,9,31,pythia-70m,control,draw_2
A3.3,attn,3,22,5,27,pythia-70m,control,draw_2
A4.1,attn,4,1,1,2,pythia-70m,control,draw_2
A4.2,attn,4,10,2,12,pythia-70m,control,draw_2
A2.1,attn,2,5,15,20,pythia-70m,control,draw_2
A2.4,attn,2,9,9,18,pythia-70m,control,draw_2
A2.6,attn,2,10,14,24,pythia-70m,control,draw_2
A2.7,attn,2,9,13,22,pythia-70m,control,draw_2
A3.4,attn,3,18,6,24,pythia-70m,control,draw_2
A3.6,attn,3,11,8,19,pythia-70m,control,draw_2
M3,mlp,3,25,9,34,pythia-70m,control,draw_2
A4.5,attn,4,1,2,3,pythia-70m,control,draw_2
embed,embed,-1,0,18,18,pythia-70m,control,draw_2
A4.7,attn,4,15,2,17,pythia-70m,control,draw_2
A3.0,attn,3,13,4,17,pythia-70m,control,draw_2
A0.0,attn,0,1,7,8,pythia-70m,control,draw_2
A1.0,attn,1,0,3,3,pythia-70m,control,draw_2
A1.1,attn,1,4,14,18,pythia-70m,control,draw_2
A2.0,attn,2,1,6,7,pythia-70m,control,draw_2
A2.2,attn,2,4,7,11,pythia-70m,control,draw_2
A2.3,attn,2,6,9,15,pythia-70m,control,draw_2
A2.5,attn,2,3,4,7,pythia-70m,control,draw_2
A5.0,attn,5,6,1,7,pythia-70m,control,draw_2
M4,mlp,4,32,7,39,pythia-70m,control,draw_2
A5.1,attn,5,2,1,3,pythia-70m,control,draw_2
A5.2,attn,5,8,1,9,pythia-70m,control,draw_2
A5.3,attn,5,3,1,4,pythia-70m,control,draw_2
A5.5,attn,5,1,1,2,pythia-70m,control,draw_2
A5.7,attn,5,11,1,12,pythia-70m,control,draw_2
M5,mlp,5,40,1,41,pythia-70m,control,draw_2
A3.5,attn,3,15,3,18,pythia-70m,control,draw_2
A3.7,attn,3,5,3,8,pythia-70m,control,draw_2
A4.6,attn,4,0,2,2,pythia-70m,control,draw_2
A0.6,attn,0,1,2,3,pythia-70m,control,draw_2
A1.4,attn,1,0,1,1,pythia-70m,control,draw_2
R5,resid,5,51,0,51,pythia-70m,control,draw_2
A3.2,attn,3,0,1,1,pythia-70m,control,draw_2
A4.4,attn,4,0,1,1,pythia-70m,control,draw_2
M0,mlp,0,1,37,38,pythia-70m,control,draw_3
A5.0,attn,5,5,1,6,pythia-70m,control,draw_3
A2.1,attn,2,4,15,19,pythia-70m,control,draw_3
M2,mlp,2,14,19,33,pythia-70m,control,draw_3
M3,mlp,3,26,9,35,pythia-70m,control,draw_3
M4,mlp,4,36,7,43,pythia-70m,control,draw_3
A5.1,attn,5,1,1,2,pythia-70m,control,draw_3
A5.2,attn,5,9,1,10,pythia-70m,control,draw_3
M1,mlp,1,10,25,35,pythia-70m,control,draw_3
A3.1,attn,3,22,10,32,pythia-70m,control,draw_3
A3.6,attn,3,15,8,23,pythia-70m,control,draw_3
A4.7,attn,4,16,4,20,pythia-70m,control,draw_3
A5.3,attn,5,2,1,3,pythia-70m,control,draw_3
A5.5,attn,5,5,1,6,pythia-70m,control,draw_3
A5.7,attn,5,9,1,10,pythia-70m,control,draw_3
A3.3,attn,3,18,4,22,pythia-70m,control,draw_3
embed,embed,-1,0,17,17,pythia-70m,control,draw_3
A0.0,attn,0,1,8,9,pythia-70m,control,draw_3
A0.1,attn,0,1,17,18,pythia-70m,control,draw_3
A0.2,attn,0,1,6,7,pythia-70m,control,draw_3
A0.3,attn,0,1,23,24,pythia-70m,control,draw_3
A0.4,attn,0,1,16,17,pythia-70m,control,draw_3
A0.5,attn,0,1,14,15,pythia-70m,control,draw_3
A0.6,attn,0,1,5,6,pythia-70m,control,draw_3
A0.7,attn,0,1,19,20,pythia-70m,control,draw_3
A1.0,attn,1,0,5,5,pythia-70m,control,draw_3
A1.1,attn,1,7,12,19,pythia-70m,control,draw_3
A1.2,attn,1,3,13,16,pythia-70m,control,draw_3
A1.3,attn,1,6,15,21,pythia-70m,control,draw_3
A1.5,attn,1,1,8,9,pythia-70m,control,draw_3
A1.6,attn,1,1,7,8,pythia-70m,control,draw_3
A2.0,attn,2,6,8,14,pythia-70m,control,draw_3
A2.2,attn,2,5,8,13,pythia-70m,control,draw_3
A2.3,attn,2,6,9,15,pythia-70m,control,draw_3
A2.4,attn,2,7,9,16,pythia-70m,control,draw_3
A2.5,attn,2,2,4,6,pythia-70m,control,draw_3
A2.6,attn,2,9,12,21,pythia-70m,control,draw_3
A2.7,attn,2,9,10,19,pythia-70m,control,draw_3
A3.0,attn,3,13,3,16,pythia-70m,control,draw_3
A1.7,attn,1,1,5,6,pythia-70m,control,draw_3
A3.4,attn,3,15,6,21,pythia-70m,control,draw_3
A3.5,attn,3,16,3,19,pythia-70m,control,draw_3
A3.7,attn,3,4,3,7,pythia-70m,control,draw_3
M5,mlp,5,42,1,43,pythia-70m,control,draw_3
A3.2,attn,3,0,3,3,pythia-70m,control,draw_3
A4.0,attn,4,3,2,5,pythia-70m,control,draw_3
A4.2,attn,4,6,2,8,pythia-70m,control,draw_3
A4.4,attn,4,5,2,7,pythia-70m,control,draw_3
A4.5,attn,4,1,2,3,pythia-70m,control,draw_3
A4.6,attn,4,2,2,4,pythia-70m,control,draw_3
A4.1,attn,4,1,1,2,pythia-70m,control,draw_3
A4.3,attn,4,1,1,2,pythia-70m,control,draw_3
R5,resid,5,53,0,53,pythia-70m,control,draw_3
A5.4,attn,5,0,1,1,pythia-70m,control,draw_3
embed,embed,-1,0,14,14,pythia-160m,low,draw_1
R11,resid,11,127,0,127,pythia-160m,low,draw_1
A0.0,attn,0,1,19,20,pythia-160m,low,draw_1
A0.1,attn,0,1,4,5,pythia-160m,low,draw_1
A0.2,attn,0,1,20,21,pythia-160m,low,draw_1
A0.3,attn,0,1,11,12,pythia-160m,low,draw_1
A0.4,attn,0,1,12,13,pythia-160m,low,draw_1
A0.6,attn,0,0,7,7,pythia-160m,low,draw_1
A0.7,attn,0,1,38,39,pythia-160m,low,draw_1
A0.8,attn,0,1,18,19,pythia-160m,low,draw_1
A0.9,attn,0,0,1,1,pythia-160m,low,draw_1
A0.10,attn,0,0,5,5,pythia-160m,low,draw_1
M0,mlp,0,1,71,72,pythia-160m,low,draw_1
A1.0,attn,1,1,4,5,pythia-160m,low,draw_1
A1.1,attn,1,2,7,9,pythia-160m,low,draw_1
A1.2,attn,1,2,15,17,pythia-160m,low,draw_1
A1.3,attn,1,0,6,6,pythia-160m,low,draw_1
A1.6,attn,1,1,11,12,pythia-160m,low,draw_1
A1.7,attn,1,0,6,6,pythia-160m,low,draw_1
A1.10,attn,1,4,28,32,pythia-160m,low,draw_1
A1.11,attn,1,0,5,5,pythia-160m,low,draw_1
M1,mlp,1,8,38,46,pythia-160m,low,draw_1
A2.1,attn,2,0,2,2,pythia-160m,low,draw_1
A2.3,attn,2,2,11,13,pythia-160m,low,draw_1
A2.4,attn,2,1,6,7,pythia-160m,low,draw_1
A2.6,attn,2,3,17,20,pythia-160m,low,draw_1
A2.7,attn,2,1,7,8,pythia-160m,low,draw_1
A2.8,attn,2,3,26,29,pythia-160m,low,draw_1
A2.10,attn,2,0,8,8,pythia-160m,low,draw_1
A2.11,attn,2,1,17,18,pythia-160m,low,draw_1
M2,mlp,2,10,49,59,pythia-160m,low,draw_1
A3.0,attn,3,4,20,24,pythia-160m,low,draw_1
A3.1,attn,3,3,22,25,pythia-160m,low,draw_1
A3.2,attn,3,5,34,39,pythia-160m,low,draw_1
A3.3,attn,3,4,14,18,pythia-160m,low,draw_1
A3.4,attn,3,5,29,34,pythia-160m,low,draw_1
A3.6,attn,3,1,4,5,pythia-160m,low,draw_1
A3.7,attn,3,1,5,6,pythia-160m,low,draw_1
A3.8,attn,3,7,17,24,pythia-160m,low,draw_1
A3.9,attn,3,2,10,12,pythia-160m,low,draw_1
A3.10,attn,3,2,8,10,pythia-160m,low,draw_1
M3,mlp,3,17,38,55,pythia-160m,low,draw_1
A4.0,attn,4,3,9,12,pythia-160m,low,draw_1
A4.1,attn,4,3,8,11,pythia-160m,low,draw_1
A4.2,attn,4,3,14,17,pythia-160m,low,draw_1
A4.4,attn,4,2,5,7,pythia-160m,low,draw_1
A4.5,attn,4,6,19,25,pythia-160m,low,draw_1
A4.6,attn,4,11,32,43,pythia-160m,low,draw_1
A4.7,attn,4,6,10,16,pythia-160m,low,draw_1
A4.8,attn,4,6,17,23,pythia-160m,low,draw_1
A4.9,attn,4,9,10,19,pythia-160m,low,draw_1
A4.10,attn,4,26,38,64,pythia-160m,low,draw_1
A4.11,attn,4,12,34,46,pythia-160m,low,draw_1
M4,mlp,4,20,29,49,pythia-160m,low,draw_1
A5.0,attn,5,38,27,65,pythia-160m,low,draw_1
A5.1,attn,5,20,28,48,pythia-160m,low,draw_1
A5.2,attn,5,7,10,17,pythia-160m,low,draw_1
A5.3,attn,5,2,5,7,pythia-160m,low,draw_1
A5.4,attn,5,3,4,7,pythia-160m,low,draw_1
A5.5,attn,5,3,11,14,pythia-160m,low,draw_1
A5.6,attn,5,36,16,52,pythia-160m,low,draw_1
A5.7,attn,5,16,6,22,pythia-160m,low,draw_1
A5.8,attn,5,7,15,22,pythia-160m,low,draw_1
A5.10,attn,5,24,25,49,pythia-160m,low,draw_1
A5.11,attn,5,10,17,27,pythia-160m,low,draw_1
M5,mlp,5,34,29,63,pythia-160m,low,draw_1
A6.0,attn,6,0,4,4,pythia-160m,low,draw_1
A6.1,attn,6,3,6,9,pythia-160m,low,draw_1
A6.2,attn,6,2,5,7,pythia-160m,low,draw_1
A6.3,attn,6,16,21,37,pythia-160m,low,draw_1
A6.4,attn,6,1,4,5,pythia-160m,low,draw_1
A6.5,attn,6,14,12,26,pythia-160m,low,draw_1
A6.6,attn,6,18,15,33,pythia-160m,low,draw_1
A6.7,attn,6,8,6,14,pythia-160m,low,draw_1
A6.8,attn,6,5,7,12,pythia-160m,low,draw_1
A6.10,attn,6,1,7,8,pythia-160m,low,draw_1
A6.11,attn,6,31,30,61,pythia-160m,low,draw_1
M6,mlp,6,35,18,53,pythia-160m,low,draw_1
A7.0,attn,7,0,5,5,pythia-160m,low,draw_1
A7.1,attn,7,0,2,2,pythia-160m,low,draw_1
A7.2,attn,7,1,5,6,pythia-160m,low,draw_1
A7.3,attn,7,9,11,20,pythia-160m,low,draw_1
A7.4,attn,7,12,15,27,pythia-160m,low,draw_1
A7.7,attn,7,20,18,38,pythia-160m,low,draw_1
A7.8,attn,7,15,6,21,pythia-160m,low,draw_1
A7.11,attn,7,11,9,20,pythia-160m,low,draw_1
M7,mlp,7,50,25,75,pythia-160m,low,draw_1
A8.1,attn,8,9,3,12,pythia-160m,low,draw_1
A8.2,attn,8,37,4,41,pythia-160m,low,draw_1
A8.3,attn,8,2,2,4,pythia-160m,low,draw_1
A8.4,attn,8,5,4,9,pythia-160m,low,draw_1
A8.7,attn,8,10,3,13,pythia-160m,low,draw_1
A8.8,attn,8,25,5,30,pythia-160m,low,draw_1
A8.10,attn,8,28,5,33,pythia-160m,low,draw_1
A8.11,attn,8,31,4,35,pythia-160m,low,draw_1
M8,mlp,8,65,22,87,pythia-160m,low,draw_1
A9.0,attn,9,3,3,6,pythia-160m,low,draw_1
A9.1,attn,9,7,2,9,pythia-160m,low,draw_1
A9.2,attn,9,13,2,15,pythia-160m,low,draw_1
A9.3,attn,9,4,3,7,pythia-160m,low,draw_1
A9.4,attn,9,16,3,19,pythia-160m,low,draw_1
A9.5,attn,9,3,3,6,pythia-160m,low,draw_1
A9.6,attn,9,19,2,21,pythia-160m,low,draw_1
A9.7,attn,9,27,3,30,pythia-160m,low,draw_1
A9.8,attn,9,28,3,31,pythia-160m,low,draw_1
A9.9,attn,9,19,3,22,pythia-160m,low,draw_1
M9,mlp,9,74,11,85,pythia-160m,low,draw_1
A10.0,attn,10,1,1,2,pythia-160m,low,draw_1
A10.1,attn,10,20,2,22,pythia-160m,low,draw_1
A10.5,attn,10,4,2,6,pythia-160m,low,draw_1
A10.6,attn,10,12,1,13,pythia-160m,low,draw_1
A10.7,attn,10,3,1,4,pythia-160m,low,draw_1
A10.8,attn,10,0,1,1,pythia-160m,low,draw_1
A10.9,attn,10,5,2,7,pythia-160m,low,draw_1
A10.10,attn,10,6,2,8,pythia-160m,low,draw_1
A10.11,attn,10,2,1,3,pythia-160m,low,draw_1
M10,mlp,10,88,3,91,pythia-160m,low,draw_1
A11.0,attn,11,2,1,3,pythia-160m,low,draw_1
A11.2,attn,11,0,1,1,pythia-160m,low,draw_1
